Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Indoor,4G,5,Satisfactory,19.064265600000002,72.9199313,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,28.567662100000003,77.2897046,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.6378162,77.2392579,NCT
Airtel,Indoor,4G,5,Satisfactory,28.6405895,77.2294546,NCT
Airtel,Indoor,3G,5,Satisfactory,28.567667,77.2896828,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.567658299999998,77.2896753,Uttar Pradesh
Airtel,Indoor,4G,2,Poor Voice Quality,28.567668199999996,77.28967469999999,Uttar Pradesh
Airtel,Indoor,3G,1,Call Dropped,28.567682300000005,77.28969520000001,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,11.2576259,77.22628040000001,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,19.063326,72.91882298,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06341138,72.91874355,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06341138,72.91874355,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06341138,72.91874355,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06348576,72.91893632,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06327661,72.91885642,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,28.567719300000004,77.2896741,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,19.064265600000002,72.9199313,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.064265600000002,72.9199313,Maharashtra
RJio,Indoor,4G,4,Satisfactory,11.2392179,77.20746466,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.23912249,77.20833137,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.14584489,77.31631743,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,19.064265600000002,72.9199313,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06310818,72.91892087,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.0642608,72.91992950000001,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.04883746,72.86416126,Maharashtra
RJio,Travelling,4G,3,Poor Voice Quality,19.049875699999998,72.84936395,Maharashtra
RJio,Travelling,4G,3,Poor Voice Quality,19.049875699999998,72.84936395,Maharashtra
Airtel,Travelling,4G,5,Satisfactory,28.5676964,77.28969609999999,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.567687899999996,77.28968409999999,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.5676603,77.289609,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.5654473,77.2888219,Uttar Pradesh
RJio,Indoor,4G,3,Call Dropped,19.064265600000002,72.9199313,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.064265600000002,72.9199313,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.567668400000002,77.289675,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.5685727,77.2877447,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.5685727,77.2877447,Uttar Pradesh
RJio,Outdoor,4G,3,Poor Voice Quality,19.06735178,72.92090171,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.064265600000002,72.9199313,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.5676631,77.289705,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,11.2116171,77.1927618,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2116171,77.1927618,Tamil Nadu
RJio,Indoor,4G,3,Poor Voice Quality,19.06423573,72.91997459999999,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2116171,77.1927618,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,25.59519687,85.22139,Bihar
Airtel,Indoor,4G,2,Poor Voice Quality,25.59510815,85.22142864,Bihar
Airtel,Indoor,4G,1,Poor Voice Quality,19.0915589,72.8981798,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.064265600000002,72.9199313,Maharashtra
RJio,Indoor,4G,2,Call Dropped,19.06432808,72.91987765,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.064265600000002,72.9199313,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
Airtel,Indoor,3G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,19.09152471,72.89820115,Maharashtra
Airtel,Indoor,3G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
Airtel,Indoor,3G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
RJio,Indoor,4G,2,Call Dropped,19.0642507,72.91993435,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0642507,72.91993435,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
Airtel,Indoor,3G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.06483423,72.89945657,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2351832,77.1993761,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Outdoor,4G,5,Satisfactory,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Indoor,4G,2,Call Dropped,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Outdoor,4G,1,Poor Voice Quality,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Indoor,4G,1,Call Dropped,19.09152471,72.89820115,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.064268300000002,72.9199302,Maharashtra
Airtel,Travelling,4G,5,Satisfactory,19.09022897,72.89903578,Maharashtra
Airtel,Travelling,4G,5,Satisfactory,19.08668744,72.89809238,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.569605600000003,77.2825378,Uttar Pradesh
Airtel,Indoor,4G,2,Call Dropped,28.569584999999996,77.2825903,Uttar Pradesh
Airtel,Outdoor,4G,2,Call Dropped,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Indoor,4G,1,Call Dropped,28.6404136,77.22953509999999,NCT
Airtel,Indoor,4G,1,Call Dropped,28.640876799999997,77.2292587,NCT
Airtel,Indoor,4G,2,Call Dropped,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Indoor,4G,3,Call Dropped,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,25.418269100000003,83.66552261,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,25.418269100000003,83.66552261,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,28.64038167,77.22925,NCT
RJio,Outdoor,4G,2,Call Dropped,28.64038167,77.22925,NCT
RJio,Indoor,4G,3,Call Dropped,28.64038167,77.22925,NCT
RJio,Indoor,4G,4,Satisfactory,28.64047833,77.22920833,NCT
RJio,Indoor,4G,5,Satisfactory,28.64077333,77.22910333,NCT
RJio,Indoor,4G,5,Satisfactory,28.64109333,77.22926833,NCT
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,5,Satisfactory,28.64282167,77.22155500000001,NCT
RJio,Indoor,4G,2,Call Dropped,28.64282167,77.22155500000001,NCT
Airtel,Travelling,4G,2,Call Dropped,28.640869,77.2293033,NCT
Airtel,Indoor,4G,3,Call Dropped,28.6407535,77.2292958,NCT
Airtel,Indoor,4G,4,Satisfactory,28.640717699999996,77.2293145,NCT
Airtel,Indoor,4G,4,Satisfactory,28.640717699999996,77.2293145,NCT
Airtel,Indoor,4G,5,Satisfactory,28.640800800000005,77.2293292,NCT
RJio,Indoor,4G,1,Poor Voice Quality,28.64282167,77.22155500000001,NCT
Airtel,Indoor,3G,5,Satisfactory,28.6456613,77.2238098,NCT
Airtel,Indoor,3G,1,Poor Voice Quality,28.642198999999998,77.2288396,NCT
RJio,Indoor,4G,3,Poor Voice Quality,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.06427449,72.91989507,Maharashtra
Airtel,Travelling,4G,4,Satisfactory,28.640471999999995,77.2296179,NCT
Airtel,Indoor,4G,3,Satisfactory,28.6404378,77.22958630000001,NCT
RJio,Indoor,4G,3,Satisfactory,19.0642716,72.9199199,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.640428399999998,77.22960079999999,NCT
Airtel,Indoor,4G,5,Satisfactory,28.640428399999998,77.22960079999999,NCT
RJio,Indoor,4G,4,Satisfactory,11.2578129,77.2261532,Tamil Nadu
Airtel,Indoor,3G,5,Satisfactory,28.6456613,77.2238098,NCT
Airtel,Indoor,4G,5,Satisfactory,28.5475589,77.2620453,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.5656359,77.2870265,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.5663531,77.2870265,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.567657899999997,77.2896099,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,19.0642725,72.9199203,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.0642484,72.91988442,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2578129,77.2261532,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2578129,77.2261532,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,28.63837506,77.22921414,NCT
RJio,Indoor,4G,4,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.064268300000002,72.9199302,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.6408429,77.2293052,NCT
Airtel,Indoor,4G,5,Satisfactory,28.640474100000002,77.1048618,NCT
RJio,Outdoor,4G,3,Poor Voice Quality,19.06331836,72.91886715,Maharashtra
RJio,Outdoor,4G,2,Poor Voice Quality,19.06340665,72.91870648,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.064268300000002,72.9199302,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,28.565413300000003,77.2884628,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.565583399999998,77.29025820000001,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.576798699999998,77.29887579999999,Uttar Pradesh
Airtel,Indoor,3G,1,Poor Voice Quality,28.6408478,77.2292963,NCT
Airtel,Indoor,4G,5,Satisfactory,28.640646899999997,77.2294017,NCT
Airtel,Indoor,3G,5,Satisfactory,28.567703700000003,77.2897045,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,11.2578129,77.2261532,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2578129,77.2261532,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,19.03425399,72.8593561,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.03425399,72.8593561,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,28.5677086,77.28968859999999,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,19.05856626,72.88380673,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,19.05856626,72.88380673,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2578129,77.2261532,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2428638,77.20074050000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2428638,77.20074050000001,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,19.06421793,72.91999391,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.06425627,72.91991664,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,28.56150697,77.26822465,Uttar Pradesh
Airtel,Indoor,3G,5,Satisfactory,28.56150697,77.26822465,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,11.2428638,77.20074050000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.05606115,72.91514274,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.246499499999999,77.23554490000001,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.23942737,77.20776225,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.247849,77.23165959999999,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.247849,77.23165959999999,Tamil Nadu
RJio,Indoor,4G,4,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.06185797,72.91907889,Maharashtra
RJio,Travelling,4G,4,Satisfactory,19.05948238,72.92390599,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.07565055,72.99754982,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.247849,77.23165959999999,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.247849,77.23165959999999,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.247849,77.23165959999999,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.247849,77.23165959999999,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.06427766,72.92000557,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.06433694,72.92001450000001,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.06441783,72.91994933,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.064268300000002,72.9199302,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.06427756,72.91992513,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,11.2349098,77.194695,Tamil Nadu
RJio,Outdoor,4G,2,Poor Voice Quality,19.06342641,72.91971392,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.06248359,72.91835462,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,19.06249769,72.91844787,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.06249769,72.91844787,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.06252237,72.91832745,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.13392312,72.8476627,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.11341715,72.85416103,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,19.04711282,72.86308205,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.04820967,72.86767781,Maharashtra
RJio,Travelling,4G,5,Satisfactory,19.05493592,72.88478676,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.06425909,72.91997208,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.06427541,72.91988421,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.064249,72.91994179999999,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.064256699999998,72.9199439,Maharashtra
RJio,Indoor,4G,5,Satisfactory,19.0642764,72.91990231,Maharashtra
RJio,Outdoor,4G,3,Poor Voice Quality,19.06342522,72.91886695,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,19.06353072,72.918888,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,5,Satisfactory,28.640803100000003,77.228762,NCT
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,4,Satisfactory,28.640854100000002,77.2292603,NCT
Airtel,Indoor,4G,5,Satisfactory,28.64130361,77.22847318,NCT
Airtel,Indoor,4G,5,Satisfactory,28.640844199999997,77.22921170000001,NCT
Airtel,Indoor,4G,4,Satisfactory,28.640817699999996,77.228936,NCT
Idea,Outdoor,3G,3,Satisfactory,20.90362694,74.74104874,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,30.701182399999997,76.8544215,Chandigarh
RJio,Indoor,4G,1,Poor Voice Quality,30.701182399999997,76.8544215,Chandigarh
RJio,Indoor,4G,1,Poor Voice Quality,30.701182399999997,76.8544215,Chandigarh
RJio,Indoor,4G,1,Poor Voice Quality,30.68933892,76.72874015,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.66079728,76.73535212,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72325175,87.48977035,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.71829164,87.4864161,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.7185684,87.48601048,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.7185684,87.48601048,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.7185684,87.48601048,West Bengal
RJio,Indoor,4G,1,Call Dropped,21.72318817,87.48987372,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72318817,87.48987372,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72318817,87.48987372,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.72321488,87.48998396,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.71833456,87.48623908,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.71833456,87.48623908,West Bengal
RJio,Outdoor,4G,1,Poor Voice Quality,21.72326946,87.48973323,West Bengal
RJio,Indoor,4G,4,Satisfactory,19.064256699999998,72.9199439,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,30.76025645,76.64160576,Punjab
Airtel,Indoor,4G,5,Satisfactory,23.1217449,78.68861947,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.12181592,78.68864561,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,23.12191908,78.68860768,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.12195422,78.68855159,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.12195422,78.68855159,Madhya Pradesh
Other,Indoor,4G,4,Satisfactory,23.12195422,78.68855159,Madhya Pradesh
Vodafone,Indoor,4G,1,Poor Voice Quality,25.98444768,79.44466369,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,30.76025645,76.64160576,Punjab
RJio,Indoor,4G,1,Poor Voice Quality,30.76025645,76.64160576,Punjab
RJio,Outdoor,4G,2,Poor Voice Quality,16.4810254,78.3175463,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4810254,78.3175463,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48583977,78.31454604,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48583977,78.31454604,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.48434225,78.31279751,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4860196,78.3143402,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.486628699999997,78.3085027,Telangana
RJio,Outdoor,4G,1,Poor Voice Quality,16.4888991,78.3140748,Telangana
RJio,Outdoor,4G,2,Poor Voice Quality,16.4888991,78.3140748,Telangana
